dmel	dsim
Lkb1	GD18919
omd	GD20481
CG14367	GD18921
Adgf-D	GD20479
Adgf-C	GD18924
CG9312	GD18928
Cht5	GD18929
CG9297	GD15155
CG9286	GD18932
CG14362	GD20471
Art9	GD20468
Art6	GD20467
CG9926	GD20466
CG9925	GD20465
Cyp6d5	GD18941
CG3061	GD18942
CG9922	GD20462
foxo	GD18943
Npc2b	GD18945
CCHa1	GD20461
CG9920	GD20460
PK1-R	GD20459
CG12402	GD20458
Or88a	GD18946
CG14357	GD20457
Kif19A	GD20456
twf	GD18947
CG14356	GD20452
CG14355	GD20450
CG9722	GD20449
CG3199	GD18950
CG9649	GD20444
CG9624	GD20438
CG9616	GD20437
CG14840	GD20435
CG14841	GD20434
CG14839	GD18951
CG3259	GD27139
Afti	GD20428
ATPsynE	GD18958
soti	GD20424
HtrA2	GD20417
mRpL11	GD18962
CG8461	GD20416
Pde6	GD20415
CG14854	GD15104
CG7987	GD27700
CG14853	GD18967
Cad88C	GD18969
CG7886	GD20409
CG3505	GD18970
Hexim	GD18971
BigH1	GD18972
CG7530	GD20404
smp-30	GD20401
CG7362	GD27201
CG14855	GD18975
CG14856	GD18976
CG14857	GD18977
CG3610	GD18979
CG3631	GD18980
Rrp6	GD20396
UQCR-C1	GD18983
CG7265	GD20394
CG14860	GD18984
Nup93-2	GD20393
CG3817	GD18985
RpS5b	GD20391
Sdr	GD18986
CG14861	GD18987
RpL10Aa	GD27588
dpr9	GD20388
CG6974	GD20386
CG6966	GD20385
CG6912	GD20382
CG3984	GD18988
CG3987	GD18989
Mf	GD20380
Gyc88E	GD18990
CG6752	GD20379
Spn88Eb	GD20377
Mau2	GD18992
CG6654	GD20376
CG4210	GD18993
SIDL	GD20375
CG12241	GD18994
Art3	GD20372
mRpS10	GD18996
Amt	GD20370
CG14864	GD20367
Zip88E	GD19003
CG4338	GD19004
CG14866	GD19007
CG6276	GD20363
CG6236	GD20362
mRpL9	GD19012
Sra-1	GD19013
CG6218	GD20360
CG5038	GD19017
Atg4b	GD20357
CG5044	GD19018
Trax	GD19019
CG14868	GD15100
Ccm3	GD19020
CG6136	GD20351
h-cup	GD20350
CG6125	GD15099
CG6118	GD20349
AdamTS-A	GD20348
B9d1	GD19027
Trissin	GD20345
obe	GD19029
CG5213	GD19030
AOX2	GD20337
CG5399	GD19037
CG5404	GD19038
CG4520	GD19040
CG12784	GD19042
CG5623	GD20331
CG4525	GD19043
CG5614	GD19044
CG9590	GD19045
CG9589	GD19046
Acyp2	GD27341
CG9593	GD19049
CG4576	GD19051
Arpc3A	GD19052
Pbp45	GD20324
CG4546	GD19054
Hmt-1	GD20321
CG9632	GD19055
EndoU	GD27486
Fbxl7	GD19058
CG5478	GD20316
blp	GD19059
CG4287	GD20315
CG5516	GD28985
Rbf2	GD19061
GATAe	GD19066
CG10264	GD19070
CG10407	GD20311
CG5013	GD19071
CG10185	GD20309
sxe2	GD19073
CG5903	GD20307
CG5916	GD19076
Fer2	GD20306
CG8925	GD19078
CG8927	GD19079
CG6126	GD20304
Zip89B	GD19087
CG6901	GD19089
CG17929	GD19090
CG17930	GD19091
pad	GD19092
CG14879	GD20298
CG10311	GD20297
CG17931	GD20296
CG14880	GD20294
CG10317	GD20293
CG17565	GD19096
CG14881	GD19099
mRpS33	GD20290
ema	GD20289
CG14894	GD20288
CG14882	GD19100
CG10405	GD19101
CG14883	GD19102
Sdhaf3	GD20284
Der-2	GD20283
Cad89D	GD20282
Gr89a	GD29108
CG14903	GD20280
CG14892	GD19112
CG12783	GD20276
CG17562	GD19114
CG17560	GD19115
CG14893	GD19116
CG14905	GD20274
Arl6IP1	GD28336
CG10324	GD20273
CG14907	GD20272
VhaM9.7-d	GD19123
CG18622	GD20262
CG3534	GD19126
Irc	GD19127
CG8907	GD19128
AdSL	GD20259
CG5225	GD19130
CG4009	GD20258
CG18213	GD20257
CG5220	GD19132
CG3995	GD20256
Ns1	GD20254
mRpS11	mRpS11
Keap1	GD20252
kuk	GD19137
cal1	GD19138
CG17477	GD20250
CG17475	GD20249
CG4053	GD20248
CG5246	GD19144
CG5255	GD19145
TwdlW	GD20247
m-cup	GD20246
CG5285	GD15165
CG5292	GD27223
Mur89F	GD20245
beat-IIb	GD20241
beat-IIa	GD20239
Brf	GD20238
Sur-8	GD20236
CG17283	GD19153
CG5860	GD19154
CG5863	GD19155
CG5866	GD19157
CG14331	GD20232
cysu	GD19162
CG14330	GD20230
CG5823	GD20228
P5cr-2	GD19166
Prx3	GD20225
sll	GD19171
CG14329	GD19172
CG14327	GD19174
CG14323	GD20221
AttD	GD19176
CG14325	GD19177
CG14322	GD19179
CG7523	GD20220
alt	GD20219
CG7655	GD19182
Atg8b	GD20217
TyrRII	GD19186
TyrR	GD20216
pasi1	GD19187
CG7379	GD20212
CG17803	GD20211
CG17806	GD20210
CG17802	GD20209
CG17801	GD20208
Odj	GD20207
CG18012	GD20206
CG12347	GD19191
CG7785	GD19195
CG7794	GD19196
CG14317	GD19199
CG14316	GD19201
CG14315	GD19203
CG7218	GD27994
Prx5	GD20203
CG7215	GD20202
Arp5	GD19207
CG12321	GD20199
MED17	GD19210
CG14313	GD20198
CG14314	GD19214
CG7988	GD19215
CG7183	GD20196
mTerf5	GD20194
Non3	GD19216
CG7168	GD20193
CG7156	GD20192
CG18598	GD19220
CG12320	GD20191
CG18599	GD19222
Vps39	GD20189
CG7142	GD20188
CG14312	GD28948
CG8064	GD19224
CG7131	GD20185
CG18600	GD20183
CG7126	GD20182
PKD	GD20181
CG15803	GD20179
hmw	GD19226
WRNexo	GD20178
Nup43	GD19227
CG7675	GD20174
CG14309	GD20173
cona	GD19229
Vha100-4	GD20171
CG12333	GD20169
CG7685	GD19231
CG10864	GD17956
CG7691	GD19232
CG7694	GD19234
CG14304	GD20163
CG14305	GD19235
CG7695	GD20162
CG14301	GD20160
CG7702	GD19242
CG7705	GD20156
CG7706	GD19243
CG7708	GD19244
CG14300	GD20155
CG7714	GD28232
CG7715	GD29276
CG14302	GD19247
CG7718	GD20153
Epg5	GD20152
CG7720	GD20151
CG18208	GD20150
CG14298	GD19252
CG14297	GD19253
CG14294	GD20148
CG14292	GD20146
EndoA	GD19255
CG14291	GD20144
Mpc1	GD20143
euc	GD20142
Smu1	GD20141
CG6005	GD20139
CG14286	GD19263
CG14285	GD19264
CG6013	GD19268
CG6026	GD19269
mRpL55	GD20135
CG6040	GD19271
CG5835	GD20132
CG11779	GD20130
CG14282	GD19276
CG5555	GD20128
CG11703	GD20125
CG5250	GD20124
CG3773	GD19279
unc79	GD20123
CG5217	GD20122
CG14280	GD19280
CG3581	GD20118
CG3734	GD19284
CG18493	GD19286
CG3739	GD19287
CG5316	GD19289
CG11626	GD19291
CG3517	GD20112
CG6255	GD28157
CG15025	GD20111
Cpr92A	GD20110
CG7342	GD19298
CG6231	GD20109
subdued	GD20108
Nup58	GD19304
CG6195	GD20106
CG6184	GD20104
CG7432	GD19308
CG11391	GD19311
CG11453	GD19314
CG4662	GD19316
CG11447	GD19317
CG4572	GD20098
CG4562	GD20097
CG17186	GD20096
Arc42	GD19319
CG4733	GD19321
CG4538	GD20094
Surf6	GD15089
RhoGAP92B	GD19322
Xport-A	GD20092
CG4465	GD20091
CG4770	GD19323
CG4462	GD20090
CG4459	GD20089
Hs6st	mira
CG4783	GD19324
MED25	GD19330
CG17190	GD20087
PIG-L	GD20086
CG4424	GD20085
CG4854	GD19333
trem	GD20084
CG4936	GD19334
CG10889	GD20083
CG4390	GD20081
mdlc	GD19337
CG10887	GD19338
CG5023	GD19339
CG17199	GD20077
CG4367	GD20074
CG4362	GD28897
CG4360	GD20072
Sirt2	GD19348
Ir92a	GD19349
CG4335	GD20068
eIF3g2	GD19352
Dic2	GD20064
Or92a	GD19354
MFS9	GD20062
CG5191	GD19357
CG10877	GD20057
TFAM	GD20056
CG5412	GD19358
Srp14	GD19359
CG16953	GD20052
Srp72	GD19360
PUS1	GD20050
CG15923	GD20049
CG5466	GD19362
Lrrk	GD19364
Nep4	GD20045
Cpr92F	GD19366
CG4000	GD20044
CG17267	GD20040
Syp	GD19374
Fancd2	GD20034
CG17270	GD20033
CG17271	GD20031
CG17272	GD20030
CG15695	GD19378
CG15696	GD19379
RpS30	GD19380
CG3822	GD20025
Ktl	GD20024
Grik	GD19386
hdly	GD19387
CG10827	GD20021
CG5697	GD19390
CG12278	GD19392
CG17279	GD28548
dmrt93B	GD19394
HHEX	GD20010
RhoGAP93B	GD20009
CG7044	GD20008
CG5745	GD19395
Bdbt	GD28254
CG5793	GD19399
Obp93a	Obp93a
Ice2	GD19400
CG7009	GD28117
Usp8	GD19401
cDIP	GD20003
CG5810	GD28337
CG5862	GD19406
Smyd5	GD19999
Oga	GD19407
CG3337	GD19998
Nelf-A	GD19408
CG5892	GD19409
ETHR	GD19410
CG5919	GD19412
CG3308	GD19994
SIFaR	GD19990
CG16791	GD19989
CG6475	GD19978
CG7907	GD19424
CheB93a	GD19425
Fancm	GD19428
CG7956	GD19432
CG15498	GD19973
Archease	GD19969
CG15497	GD19433
CG5849	GD20891
Burs	GD20896
CG6800	GD20897
RpI12	GD18505
CG6569	GD18496
CG6656	GD20904
fit	GD18493
CG17819	GD18492
dnd	GD18491
CG6678	GD20908
CG6690	GD28785
CG17843	GD20911
CG6332	GD20913
Idh3b	GD18486
mRpL35	GD20915
CG6028	GD18483
Cchl	GD18482
CG13409	GD18481
CG6015	GD18480
Fadd	GD20917
CG13408	GD20920
CG13407	GD20922
Gld2	GD20928
CG7084	GD20931
CG7080	GD20932
CG13862	GD20934
CG5391	GD18472
CG5388	GD18471
CG5386	GD18470
rdhB	GD20935
Sar1	GD20936
PSR	GD18469
CG5382	GD18468
CG5380	GD18467
CG7069	GD20940
CG18596	GD20941
CG5379	GD18465
CG7059	GD20944
CG13857	GD18464
CG13856	GD20945
CG13855	GD20946
CG13850	GD18463
Nop56	GD18461
mats	GD20949
pinta	GD18460
CG13847	GD27813
CG12499	GD18459
CG7054	GD20953
Pebp1	GD20954
CG5377	GD18455
Nrx-1	GD20957
Pfdn5	GD20958
CG5376	GD18454
Octbeta1R	GD20960
CG5346	GD18452
CG5326	GD18449
AdipoR	GD18448
sit	GD18447
CG6937	GD20965
CG13843	GD20967
CG17625	GD20973
wfs1	GD18439
Nup133	Nup133
Cyp6d4	GD20978
CCAP	GD18435
CG6972	GD24878
CG13842	GD18438
CG4813	GD18432
Takl2	GD18431
Dcr-1	Dcr-1
CG6985	GD20981
HP1c	HP1C
CG17141	GD18426
CG4725	GD18423
CG4723	GD18422
CG4721	GD18421
Usp12-46	GD20983
CG7029	GD20984
CG7031	GD20985
CG13840	GD27997
CG4704	GD28479
CG6660	GD20987
Gbp3	GD20991
Or94a	GD20992
Or94b	GD20993
CG6688	GD20994
lmd	GD18414
CG13833	GD18413
CG13838	GD15178
CG13837	GD15179
CG17121	GD18412
p53	GD18411
CG17119	GD18410
CG17111	GD27748
CG6726	GD20996
CG17110	GD20998
Cow	GD18407
Rassf	GD18406
CenB1A	GD21002
VhaAC39-2	GD18401
CG13829	GD18400
CG4467	GD18397
Rad60	GD18396
EloA	GD21008
wda	GD18395
CG13827	GD21009
CG6763	GD21011
CG17083	GD18392
bb8	GD18391
CG4408	GD17760
CG4393	GD18385
CG17380	GD18383
CG4374	GD18382
Ir94g	GD15180
Irk2	GD18380
CG10177	GD18379
CG10175	GD18378
CG10164	GD18374
beat-IV	GD21018
CG10183	GD18369
CG10184	GD18368
GILT3	GD21020
GILT2	GD21021
CG16710	GD21023
CG10252	GD18365
CG10301	GD21031
CG10300	GD21032
CG10232	GD18360
CG10365	GD21033
RanBP3	GD18358
PTPMT1	GD21036
SdhD	GD18356
CG10217	GD18355
Lsd-1	GD21037
CG10214	GD18354
CG10375	GD21038
tst	GD18353
CG10208	GD18352
Nup98-96	Nup98
tbrd-1	GD18344
Ndc1	GD21044
CG13601	GD18341
CG13599	GD21046
RpS19b	GD18336
CG5854	GD21047
CG12268	GD18334
AP-1sigma	GD21048
CG13603	GD18331
CG5902	GD21051
CG13604	GD18330
Ime4	GD21054
Miro	GD18328
spas	GD21056
CG6000	GD21060
CG10694	GD21063
CG18428	GD21064
CG13605	GD18324
CG13607	GD18323
Root	GD21065
GatB	GD18322
Npc2f	GD21068
Kal1	GD21069
CG6178	GD21070
Myo95E	GD18317
CG6182	GD21071
mRpS24	GD18316
CG5510	GD18315
CG13606	GD21073
CG5515	GD18314
CG6204	GD21076
CG17786	GD18311
Spps	GD18309
CG13609	GD21078
Spase22-23	GD18308
beta-PheRS	GD18307
CG13611	GD21084
CG6356	GD21085
CG5715	GD18303
CG5728	GD18300
Dis3	GD21090
CG6432	GD21091
CG5746	GD18299
CG6454	GD21093
Golgin84	GD18298
CG18528	GD18297
CG5762	GD18296
CG17784	GD18295
CG13613	GD21096
CG13614	GD27070
CG17782	GD18293
CG17781	GD18292
CG17780	GD18291
CG5768	GD18290
CG13615	GD21099
CG13616	GD28732
CG13617	GD21105
CG13622	GD18287
CG13618	GD28338
CG6607	GD15182
CG13623	GD15084
CG5789	GD18286
REPTOR	GD18285
CG13625	GD18284
Syx18	GD18283
atl	GD21113
puf	GD18280
CG6695	GD21117
CG13627	GD21122
Rpb10	GD21123
CG13630	GD18276
CG5805	GD18273
CG13634	GD18272
Ets96B	GD21130
Ude	GD18271
polybromo	GD18270
CG6980	GD21131
Saf-B	GD21133
sosie	GD21135
CG7006	GD21137
Nct	GD21138
CG10899	GD18260
CG13640	GD18257
CG7016	GD29247
CG13641	GD28269
CG3744	GD18255
CG11089	GD21142
CG11069	GD21143
CG10845	GD21144
CG11168	GD21146
Mink	GD21147
Trf4-2	GD21148
CG11771	GD21149
Nmnat	GD21151
tnc	GD21154
beta4GalT7	beta4GalT7
CG11781	GD18247
Smg6	GD18246
CG6422	GD18245
CG11786	GD21161
CG11790	GD21162
CG11791	GD21163
veli	GD18238
PQBP1	GD21167
CG11839	GD21168
CG11836	GD21169
shams	GD29629
CG11920	GD21170
CG13650	GD18235
Mocs2	GD18232
Bili	GD21178
danr	GD21179
dan	GD21183
CG13653	GD21184
CG13654	GD21185
CG13663	GD18226
CG11851	GD21188
Cad96Cb	GD18225
CG10420	GD18223
CG11852	GD21189
to	GD21190
CG11854	GD21191
RpS27	GD18221
Nup37	GD21192
Nup358	GD21193
CG11857	GD21194
CG10425	GD18220
CG11858	GD21195
RIOK2	GD21196
CG10513	GD18217
CG10514	GD18216
CG11892	GD21203
CG13659	GD21210
CG10550	GD18211
CG10559	GD18208
CHKov2	CHKov2
CG10669	GD18202
ND-49L	GD21215
alrm	GD18198
Vps33B	GD21217
CG4553	GD18196
MED28	GD21218
XNP	GD18194
CG5116	GD21220
CG5112	GD21221
CG5107	GD21222
CG4582	GD18190
CG5071	GD21226
Npl4	GD18187
Ssadh	GD18186
jigr1	GD21228
Lgr3	GD21230
CG4730	GD18182
CG5039	GD21231
CG4743	GD18181
CG5028	GD21232
RpL27	GD18180
CLS	GD18179
CG4960	GD18168
CG14354	GD21236
alpha4GT2	GD21237
CG5886	GD21238
CG5890	GD21239
SppL	GD21240
CG5913	GD21242
CG5948	GD21244
MCO3	GD21245
CG14546	GD18160
CCAP-R	GD18159
CG14540	GD21253
Vps2	GD21266
Sld5	GD18149
CG14543	GD21267
PIG-P	GD18148
CG14544	GD21268
CG14551	GD18146
dysf	GD18145
CG14556	GD29615
CG6142	GD21272
CG6073	GD18144
CG12290	GD21275
CG6154	GD21276
CG6036	GD18139
ppk15	GD18138
CG5432	GD21278
CG5447	GD21284
CG14238	GD21287
CG5455	GD21288
plum	GD18134
TwdlP	GD18131
TwdlO	GD18128
TwdlS	GD21296
TwdlD	GD21297
TwdlQ	GD18124
CG6425	GD18122
CG5484	GD21299
CG6420	GD18121
CG14245	GD21301
CG6403	GD18120
CG14247	GD21305
IntS12	GD21308
CG5500	GD21312
CG14252	GD21315
CG18472	GD21316
CG6330	GD18110
Tsp97E	GD18109
CG5521	GD21317
CG14253	GD21318
TwdlC	GD21319
CG6296	GD18106
CG6295	GD18105
CG17192	GD18104
CG17191	GD28873
CG6283	GD18102
Nep5	GD18099
CG14257	GD21323
Cpr97Ea	GD26821
Cpr97Eb	GD18097
CG14258	GD21324
CG14259	GD21325
CG17189	GD21326
caix	GD18095
gb	GD18094
CG6066	GD18093
CG5880	GD21328
CG5882	GD27741
CG6059	GD18092
CG6051	GD18091
grass	GD15186
CG5909	GD15187
CG17991	GD26796
CG5984	GD15083
CG5987	GD15082
CG14262	GD15079
CG14260	GD28828
CG5934	GD15135
mrt	GD15128
CG3368	GD15137
bigmax	GD15127
CG3339	GD15126
CG3330	GD18080
Gr98a	GD21337
CG5402	GD18077
CG13972	GD18076
CG12885	GD21338
CG5646	GD18074
CG5639	GD18072
dsd	GD18071
CG5612	GD18070
Tusp	GD21342
CG5611	GD18069
Mtl	GD21343
unc80	GD21344
CG5590	GD21345
CG12428	GD29096
CG12877	GD21350
Or98a	GD21352
CG12426	GD18054
CG5003	GD18053
mRpS22	GD21355
CG12259	GD18051
BCAS2	GD18049
NSD	GD18047
BOD1	GD15192
mfrn	GD18046
Gp93	GD21359
CG4951	GD18044
CG5527	GD21361
CG4884	GD27171
CG4849	GD27336
CG4815	GD18039
CG12516	GD18037
Gfat2	GD18034
Moca-cyp	GD21371
Or98b	GD21372
beat-VI	GD21373
mIF2	GD18031
CG9986	GD21375
CG10011	GD18026
CG9988	GD21376
CG14062	GD18024
Sid	GD21378
CG9990	GD26855
AstA-R2	GD18022
CG10000	GD18021
CG9997	GD18020
aqrs	GD18019
intr	GD21380
CG1646	GD21382
CG1523	GD18016
CG1647	GD21383
CG14529	GD27161
CG14528	GD21385
CG14523	GD18009
CG11828	GD21390
DIP-gamma	GD18007
wat	GD18004
CG14518	GD21399
eIF4E6	GD18002
CG1951	GD21400
beta4GalNAcTB	GD18000
Slu7	GD29232
CG11837	GD21406
CG11843	GD21409
Sirt7	GD21410
Cul5	GD17999
alpha-Man-Ib	GD17996
CG11876	GD21413
Atg14	GD21414
Ctl2	GD21415
dgt6	GD17971
CG14512	GD17960
CG14516	GD21419
CG14511	GD27342
CG11882	GD17950
CG11897	GD21421
CG11898	GD21422
CG14509	GD17939
CG14515	GD21425
Mesh1	GD17928
Cyt-c1L	GD17917
Brd8	GD21428
CG14507	GD17895
CG11951	GD17884
CG14506	GD17831
CG2321	GD17786
CG2006	GD21437
CG2310	GD17764
CG2010	GD21439
Trc8	GD17753
ND-20L	GD21440
CG7567	GD17731
CG11470	GD17726
CG7568	GD17720
CG1907	GD21444
ppk21	GD21445
ppk20	GD17702
ppk30	GD21446
Obp99a	Obp99a
ppk19	GD21448
Cap-D2	GD21449
CG7582	GD17691
Obp99c	Obp99c
dmrt99B	GD21451
Obp99d	Obp99d
Obp99b	Obp99b
CG15506	GD21453
Naa40	GD17683
Kul	GD21457
CIA30	GD21458
CG1969	GD21459
IntS11	GD21460
fig	GD17671
CG7837	GD17666
CG7834	GD17660
CG7789	GD21468
Vps16B	GD17652
CG7829	GD17644
neo	GD21471
Atg16	GD17638
Prtl99C	GD21472
Cad99C	GD21474
dgt1	GD17628
CG7824	GD17623
CG15514	GD17609
RpS8	GD21475
Zip99C	GD17600
CG15517	GD17594
CG15515	GD21480
Capa	GD17586
CG15522	GD21483
eIF2Balpha	GD17524
Vps13B	GD21486
CG7896	GD21488
CG7903	Acph-1
Sas-6	GD14058
CG15525	GD17487
CG11504	GD21490
Tace	GD21492
Nph	GD17477
CG7912	GD17465
CG7920	GD17454
Mgat2	GD17443
RpS28a	GD27905
ZIPIC	GD17432
CG7943	GD21499
CG15528	GD17377
CG7946	GD21500
CG15526	GD21501
AdoR	GD17311
CG15529	GD21505
CG11498	GD17300
CG1983	GD17245
CG15530	GD21506
CG9747	GD17234
CG15531	GD17223
CG9743	GD17212
RpS7	GD17201
CG9737	GD17179
CG9733	GD17168
CG9682	GD21511
CG18404	GD21512
CG15535	GD17123
mRpS18C	GD21516
CG15536	GD17112
CG2218	GD17101
CG15533	GD21517
CG15534	GD21518
CG15537	GD17090
Osi23	GD17079
CG2224	GD17057
CDase	GD21520
PH4alphaEFB	GD21521
PH4alphaSG2	GD21523
PH4alphaNE1	GD17024
CG15539	GD21524
CG9698	GD21527
CG9702	GD21533
Rpt6R	GD16958
CG9717	GD16947
CG2246	GD15073
CG2267	GD16925
Spn100A	GD21541
CG12069	GD16891
eIF4H2	GD21542
CG11313	GD16858
CG15543	GD21544
dj-1beta	GD21547
CG15544	GD21549
Cpr100A	GD15195
CG15545	GD16818
CG15546	GD16807
CG12071	GD16796
CG15547	GD16785
CG15549	GD16741
CG15550	GD16730
CG15548	GD21553
CG11317	GD16633
CG15553	GD16622
CG11318	GD16611
CG15554	GD21560
CG15556	GD16589
CG1544	GD21563
CG1542	GD21564
CG15561	GD16535
ATPsynC	GD16524
CG12054	GD21565
CG15564	GD16502
mRpL32	GD21566
CG1750	GD16480
CG3669	GD21568
ppk24	GD21571
pHCl-2	GD16469
CG1607	GD21575
PNPase	GD16436
lox	GD16425
CG11334	GD16414
CG11333	GD21579
mey	GD21581
nyo	GD21582
CG1635	GD21587
CG1638	GD21588
CG1774	GD21589
RpL6	GD27939
CycG	GD15071
CG11539	GD16381
CG1792	GD21591
pasha	GD21592
kek6	GD21593
CG1815	GD21594
CG11550	GD16370
CstF50	GD16348
CG11563	GD21597
CG1890	GD21600
CG1896	GD21601
Smvt	GD16294
sip3	GD21603
CG2126	GD16272
CG2118	GD16261
Ir100a	GD26775
CG1971	GD21607
CG11576	GD16228
RhoGAP100F	GD21608
CG2003	GD21609
CG2053	GD21611
Arl4	GD24390
CG2316	GD24389
yellow-h	GD24400
CG1674	GD24401
Syt7	GD24386
Zip102B	GD24385
Hcf	GD24404
lgs	GD24381
Asator	GD24379
ND-49	GD29195
CG1909	GD24408
mav	GD15474
Gat	GD27536
Ekar	GD24375
CG11360	GD24410
MED26	GD17845
PIP4K	GD24357
Kif3C	GD24423
CG11155	GD24422
Cals	GD24359
CG11076	GD24362
CG11077	GD24363
fuss	GD28666
Gyf	GD24369
fd102C	GD24370
Sox102F	Sox102F
CG17167	GD15468
CG17163	GD15472
CG17168	GD15469
CG17162	GD29368
CG17159	GD15471
ATbp	GD27776
CG12567	GD26898
CG17514	GD28194
CG13865	GD29012
Rab21	GD22429
Fis1	GD10356
CG17508	GD10376
CG17018	GD24356
CG17691	GD17911
conu	GD11944
FASN3	GD17693
CG17883	GD21577
RpL38	GD26957
CG17490	GD17705
CG17493	GD17706
Slmap	GD28019
CG12061	GD26785
klhl10	GD20583
CG17698	GD27369
yip7	GD13920
yip3	GD25072
yip2	GD23636
wds	GD16610
Vav	GD17440
Trx-2	Trx-2
tara	GD19083
retinin	GD14627
rept	GD14791
primo-2	GD20476
primo-1	GD20477
pont	GD18681
pkaap	GD24046
pins	GD21341
p115	GD16864
meso18E	GD26864
Ugt58Fa	GD25117
lectin-46Cb	GD10684
lectin-46Ca	lectin-46Ca
lectin-33A	GD23749
lectin-30A	lectin-30A
lectin-29Ca	lectin-29Ca
lectin-24Db	GD12013
lectin-24A	GD22727
lectin-21Cb	GD22945
lectin-21Ca	GD23039
l(1)G0469	GD24512
krz	GD16195
kat80	GD27498
Kat60	GD19637
hgo	GD23768
Dhap-at	GD18193
eIF3d1	GD21022
DCTN5-p25	GD23985
dbo	GD14575
c12.2	GD24775
c12.1	GD24660
c11.1	GD16068
bor	GD20302
Best1	GD20729
bc10	GD13890
Ugt86Dj	GD20680
Ugt86Di	GD27744
Ugt86Dh	GD18734
Ugt86Dd	GD20686
Ugt86Dc	GD18731
Ugt86Da	GD18732
Ugt36Bc	GD29191
Ugt36Bb	GD24084
Top3alpha	GD24215
Sulf1	GD20299
Spt5	GD11454
Osi14	GD19857
Aplip1	GD29544
SMC1	GD21062
Scamp	GD27696
RecQ4	GD13015
Roc1b	GD11014
POSH	GD11292
Ocho	GD14513
Nhe2	GD24301
Myt1	GD13175
Myo28B1	GD23479
MTF-1	GD14182
Jafrac2	GD13721
Jafrac1	GD17115
HGTX	GD12614
Gclc	GD16129
GNBP3	GD14138
GNBP2	GD12334
GNBP1	GNBP1
Ephrin	GD28434
brv3	GD27606
Tsp3A	GD24608
Seipin	GD24734
CG3021	GD16539
TfIIA-S-2	GD24638
MED22	GD22347
TRAM	GD16534
CG11664	GD28538
CG3706	GD28045
CG3713	GD16454
CG3711	GD16450
CG3708	GD15341
CG3704	GD16449
mus81	GD16537
CG3703	GD16446
CG3699	GD16445
CG3690	GD16444
CG11638	GD16441
CG14416	GD16351
CG14417	GD16350
CG14418	GD26927
CG3526	GD24739
CG12498	GD16620
CG14624	GD16549
CG14625	GD16547
CG11380	GD16545
CG14626	GD24708
CG14627	GD27006
CG11379	GD24707
CG11384	GD16433
CG11378	GD16544
CG11398	GD27000
CG11382	GD24710
eIF4E7	GD16435
CG13375	GD16484
CG12470	GD16498
G9a	GD16494
CG3038	GD16488
CG13760	GD16361
CG13759	GD16609
Vha36-3	GD27626
CG5273	GD16526
CG5254	GD16525
CG32795	GD16353
CG12496	GD16365
boi	GD16363
mRpL14	GD24612
CG2854	GD16606
CG14050	GD16371
CG16903	GD16393
Unc-76	GD26912
CG3939	GD16632
CG3655	GD16438
CG14629	GD16543
Dlip3	GD11339
Dlip2	GD19665
Dlip1	GD16933
SH3PX1	GD12900
cid	cid
Buffy	GD10809
grsm	GD20533
CG17104	GD23723
CG8343	GD10399
CG7763	GD10797
Alk	GD25528
ACXD	GD13671
zetaCOP	GD12449
kappaB-Ras	GD27769
CG17169	GD15470
CG15219	GD21620
CG11052	GD19440
COX7A	GD20874
CG11741	GD20863
CG8369	GD27214
Sf3b5	GD20826
CG11686	GD18891
CG7606	GD27564
CG17193	GD20082
CG15922	GD20058
CG5791	GD15173
CG13841	GD18420
CG13631	GD21127
CG13643	GD18253
CG14545	GD18162
CG6503	GD18137
CG14244	GD21300
CG14246	GD21302
CG3348	GD18082
Spase12	GD17775
CG18672	GD21569
CG18673	GD21570
CG4186	GD14905
CG13255	GD14916
CG11666	GD17506
CG15461	GD17493
CG15456	GD29569
CG15458	GD24443
CG13516	GD11692
CG13551	GD25056
CG12848	GD24923
e(y)2b	GD19911
CG9445	GD10296
CG14664	GD19767
CG12589	GD29138
CG14645	GD19718
CG14974	GD13324
CG18675	GD13820
Teh3	GD13284
CG15024	GD29614
ND-B8	GD23289
CG15386	GD22863
CG15357	GD22885
dpr1	GD11536
CG15127	GD25310
CG16926	GD25316
CG16836	GD11367
CG15919	GD11220
CG13018	GD27445
Prosap	GD25720
CG17059	GD10951
CG13177	GD15396
CG18336	GD25920
CG13230	GD10770
luna	GD25946
COX7C	CoVIIc
CG14767	GD10140
CG17977	GD15295
Atg10	GD10514
CG14104	GD12249
CG7630	GD14704
CG13056	GD14628
CG13038	GD12483
CG13064	GD14616
CG13069	GD27260
CG12355	GD12563
CG8750	GD28011
Nplp2	GD14443
CG14113	GD14441
CG12521	GD12769
CG14132	GD12780
dpr6	GD14231
CG13315	GD14154
CG13306	GD12964
CG8012	GD14064
CG8620	GD13998
CG15212	GD13875
CG15213	GD13214
Ir41a	GD15325
CG15210	GD16988
CG12479	GD15861
CG12994	GD17359
CG14634	GD28135
CG17776	GD27822
CG15579	GD16303
mRpL33	GD16299
schlank	GD28007
CG15036	GD16154
CR15345	GD29402
CG12659	GD24565
CG9034	GD16080
CG12643	GD24647
CG13998	GD22622
Muc26B	GD23392
CG18662	GD23579
CG18661	GD27624
CG18666	GD23756
CG16978	GD22087
CG6115	GD21888
CG5693	GD24121
CG17325	GD24156
CG12617	GD24251
CG17715	GD28795
wun2	GD10653
tai	GD23591
scyl	GD14299
rols	GD12752
